transaction_id,transaction_date,transaction_type,customer_id,customer_name,grain_type,operation,number_of_bags,bag_weight_kg,total_weight_kg,quality_grade,moisture_content
10692,2024-07-23,Warehouse Movement,751,Customer_751,Sorghum,OUT,158,50,7900,C,14.56
10693,2023-04-20,Warehouse Movement,300,Customer_300,Rice,IN,100,25,2500,C,15.78
10694,2023-04-21,Warehouse Movement,25,Customer_25,Maize,IN,109,50,5450,A,12.71
10695,2023-03-17,Warehouse Movement,420,Customer_420,Rice,IN,133,50,6650,A,10.81
10696,2024-07-29,Warehouse Movement,134,Customer_134,Wheat,OUT,26,50,1300,C,14.49
10697,2023-03-03,Warehouse Movement,1534,Customer_1534,Sorghum,IN,119,25,2975,A,15.39
10698,2023-07-28,Warehouse Movement,243,Customer_243,Sorghum,IN,142,50,7100,B,12.51
10699,2024-05-05,Warehouse Movement,1647,Customer_1647,Rice,OUT,91,25,2275,C,12.35
10700,2023-05-13,Warehouse Movement,10,Customer_10,Wheat,OUT,23,50,1150,A,10.23
10701,2023-06-16,Warehouse Movement,628,Customer_628,Barley,IN,120,25,3000,B,13.0
10702,2024-11-16,Warehouse Movement,1399,Customer_1399,Millet,IN,149,25,3725,C,15.08
10703,2024-10-09,Warehouse Movement,605,Customer_605,Rice,IN,196,25,4900,B,15.56
10704,2023-05-13,Warehouse Movement,1050,Customer_1050,Wheat,OUT,190,25,4750,A,15.45
10705,2023-11-20,Warehouse Movement,666,Customer_666,Barley,OUT,30,50,1500,B,12.32
10706,2024-07-09,Warehouse Movement,127,Customer_127,Wheat,IN,40,50,2000,C,15.52
10707,2024-09-21,Warehouse Movement,638,Customer_638,Wheat,OUT,96,50,4800,A,12.66
10708,2024-05-30,Warehouse Movement,864,Customer_864,Sorghum,OUT,99,25,2475,C,11.24
10709,2023-08-24,Warehouse Movement,1411,Customer_1411,Wheat,IN,18,50,900,A,12.44
10710,2024-03-25,Warehouse Movement,465,Customer_465,Wheat,OUT,58,50,2900,B,15.63
10711,2024-05-10,Warehouse Movement,650,Customer_650,Millet,OUT,139,25,3475,B,14.96
10712,2023-01-17,Warehouse Movement,414,Customer_414,Sorghum,IN,23,50,1150,B,15.11
10713,2024-03-24,Warehouse Movement,350,Customer_350,Wheat,IN,41,50,2050,A,14.62
10714,2023-03-19,Warehouse Movement,757,Customer_757,Rice,IN,97,25,2425,A,10.11
10715,2024-04-19,Warehouse Movement,1332,Customer_1332,Sorghum,IN,169,25,4225,B,12.11
10716,2023-05-26,Warehouse Movement,1815,Customer_1815,Rice,IN,63,25,1575,C,12.03
10717,2023-01-10,Warehouse Movement,773,Customer_773,Wheat,IN,130,50,6500,B,14.01
10718,2023-05-30,Warehouse Movement,1987,Customer_1987,Wheat,IN,10,50,500,B,13.83
10719,2024-08-17,Warehouse Movement,676,Customer_676,Millet,IN,186,25,4650,B,15.01
10720,2024-09-08,Warehouse Movement,421,Customer_421,Barley,OUT,15,25,375,B,11.66
10721,2023-05-22,Warehouse Movement,1832,Customer_1832,Maize,OUT,196,50,9800,C,15.95
10722,2024-10-27,Warehouse Movement,1437,Customer_1437,Rice,IN,90,25,2250,A,14.89
10723,2023-04-27,Warehouse Movement,1755,Customer_1755,Rice,OUT,65,25,1625,C,10.29
10724,2024-10-15,Warehouse Movement,1038,Customer_1038,Maize,OUT,22,50,1100,A,12.87
10725,2024-02-14,Warehouse Movement,1708,Customer_1708,Millet,IN,107,25,2675,C,16.17
10726,2023-05-31,Warehouse Movement,1345,Customer_1345,Maize,OUT,87,50,4350,C,14.97
10727,2024-01-02,Warehouse Movement,1680,Customer_1680,Millet,IN,144,25,3600,B,11.56
10728,2024-11-08,Warehouse Movement,1837,Customer_1837,Barley,OUT,120,25,3000,B,13.88
10729,2023-03-02,Warehouse Movement,67,Customer_67,Rice,IN,40,25,1000,A,11.55
10730,2023-05-21,Warehouse Movement,467,Customer_467,Wheat,OUT,191,50,9550,A,10.28
10731,2024-02-24,Warehouse Movement,257,Customer_257,Wheat,IN,115,25,2875,A,10.35
10732,2024-05-05,Warehouse Movement,923,Customer_923,Rice,IN,168,50,8400,A,12.82
10733,2024-10-05,Warehouse Movement,325,Customer_325,Maize,IN,10,25,250,C,14.78
10734,2024-03-23,Warehouse Movement,704,Customer_704,Maize,OUT,54,50,2700,B,10.99
10735,2023-12-08,Warehouse Movement,1725,Customer_1725,Sorghum,IN,133,25,3325,A,11.26
10736,2023-11-03,Warehouse Movement,1934,Customer_1934,Rice,OUT,185,25,4625,A,12.36
10737,2024-10-02,Warehouse Movement,1283,Customer_1283,Wheat,IN,149,25,3725,B,11.02
10738,2023-02-05,Warehouse Movement,1813,Customer_1813,Sorghum,OUT,21,50,1050,B,16.17
10739,2024-08-29,Warehouse Movement,829,Customer_829,Barley,IN,190,50,9500,C,11.52
10740,2024-05-11,Warehouse Movement,835,Customer_835,Maize,IN,182,50,9100,A,12.92
10741,2023-09-14,Warehouse Movement,1667,Customer_1667,Maize,IN,99,25,2475,B,13.67
10742,2023-10-18,Warehouse Movement,1346,Customer_1346,Wheat,IN,191,50,9550,B,15.88
10743,2024-05-20,Warehouse Movement,1019,Customer_1019,Wheat,OUT,80,25,2000,A,10.66
10744,2024-05-23,Warehouse Movement,323,Customer_323,Rice,OUT,192,25,4800,C,14.01
10745,2023-05-11,Warehouse Movement,1322,Customer_1322,Sorghum,IN,34,25,850,A,13.97
10746,2023-09-18,Warehouse Movement,331,Customer_331,Millet,IN,156,25,3900,A,10.51
10747,2023-05-12,Warehouse Movement,1191,Customer_1191,Wheat,IN,36,25,900,C,10.68
10748,2023-10-01,Warehouse Movement,847,Customer_847,Maize,OUT,162,50,8100,A,16.47
10749,2024-02-25,Warehouse Movement,866,Customer_866,Sorghum,OUT,100,50,5000,A,16.32
10750,2024-05-27,Warehouse Movement,419,Customer_419,Maize,IN,112,25,2800,C,10.95
10751,2023-01-07,Warehouse Movement,888,Customer_888,Millet,IN,120,25,3000,C,14.71
10752,2024-07-29,Warehouse Movement,1591,Customer_1591,Maize,IN,166,25,4150,B,12.7
10753,2023-07-08,Warehouse Movement,1141,Customer_1141,Wheat,OUT,103,50,5150,A,15.49
10754,2023-09-04,Warehouse Movement,444,Customer_444,Sorghum,OUT,145,50,7250,C,16.06
10755,2023-05-06,Warehouse Movement,1081,Customer_1081,Wheat,IN,27,25,675,A,10.67
10756,2023-11-28,Warehouse Movement,720,Customer_720,Sorghum,OUT,122,25,3050,A,10.13
10757,2024-06-09,Warehouse Movement,1384,Customer_1384,Sorghum,IN,152,50,7600,A,10.51
10758,2023-08-20,Warehouse Movement,1860,Customer_1860,Maize,IN,65,50,3250,A,13.45
10759,2024-04-16,Warehouse Movement,1888,Customer_1888,Rice,IN,104,50,5200,C,11.39
10760,2024-03-14,Warehouse Movement,1164,Customer_1164,Sorghum,IN,144,25,3600,A,13.03
10761,2024-01-29,Warehouse Movement,1621,Customer_1621,Barley,IN,99,25,2475,A,14.49
10762,2023-07-30,Warehouse Movement,211,Customer_211,Millet,OUT,132,25,3300,A,16.22
10763,2024-11-22,Warehouse Movement,1588,Customer_1588,Millet,IN,176,25,4400,B,13.37
10764,2023-04-08,Warehouse Movement,454,Customer_454,Barley,IN,33,50,1650,A,16.47
10765,2023-06-29,Warehouse Movement,422,Customer_422,Millet,OUT,18,50,900,B,10.2
10766,2023-08-05,Warehouse Movement,1298,Customer_1298,Sorghum,IN,200,25,5000,C,11.79
10767,2024-10-01,Warehouse Movement,1045,Customer_1045,Sorghum,IN,167,50,8350,C,10.73
10768,2024-09-11,Warehouse Movement,669,Customer_669,Rice,IN,55,50,2750,B,12.54
10769,2024-08-29,Warehouse Movement,1612,Customer_1612,Maize,IN,19,25,475,B,10.95
10770,2024-03-09,Warehouse Movement,1656,Customer_1656,Wheat,IN,173,25,4325,C,15.28
10771,2024-09-10,Warehouse Movement,891,Customer_891,Barley,IN,64,50,3200,C,12.16
10772,2024-08-11,Warehouse Movement,459,Customer_459,Wheat,IN,52,50,2600,A,16.15
10773,2024-02-10,Warehouse Movement,1396,Customer_1396,Barley,OUT,173,25,4325,B,13.86
10774,2023-06-13,Warehouse Movement,1365,Customer_1365,Rice,IN,170,50,8500,B,12.02
10775,2023-01-09,Warehouse Movement,234,Customer_234,Millet,IN,149,50,7450,B,14.0
10776,2024-11-13,Warehouse Movement,837,Customer_837,Barley,OUT,90,50,4500,C,15.62
10777,2024-01-29,Warehouse Movement,1115,Customer_1115,Rice,IN,167,50,8350,B,11.61
10778,2024-09-07,Warehouse Movement,335,Customer_335,Barley,IN,82,50,4100,A,10.09
10779,2023-12-23,Warehouse Movement,104,Customer_104,Wheat,OUT,100,25,2500,C,12.59
10780,2024-10-08,Warehouse Movement,1316,Customer_1316,Rice,OUT,186,50,9300,C,10.49
10781,2023-06-25,Warehouse Movement,1204,Customer_1204,Sorghum,OUT,138,25,3450,A,11.41
10782,2024-04-26,Warehouse Movement,415,Customer_415,Millet,OUT,53,25,1325,A,12.35
10783,2024-07-01,Warehouse Movement,1648,Customer_1648,Barley,OUT,46,50,2300,A,15.14
10784,2023-06-20,Warehouse Movement,1219,Customer_1219,Maize,OUT,99,25,2475,B,13.98
10785,2023-09-18,Warehouse Movement,1553,Customer_1553,Rice,OUT,37,50,1850,B,15.26
10786,2024-01-03,Warehouse Movement,491,Customer_491,Wheat,IN,81,25,2025,C,15.64
10787,2024-03-17,Warehouse Movement,1104,Customer_1104,Barley,IN,21,25,525,A,14.67
10788,2024-01-28,Warehouse Movement,1801,Customer_1801,Barley,OUT,17,25,425,C,13.24
10789,2024-05-01,Warehouse Movement,604,Customer_604,Wheat,IN,148,50,7400,C,13.42
10790,2024-01-04,Warehouse Movement,426,Customer_426,Wheat,OUT,164,25,4100,C,14.28
10791,2023-08-25,Warehouse Movement,1655,Customer_1655,Wheat,OUT,130,50,6500,C,14.69
10792,2023-12-27,Warehouse Movement,128,Customer_128,Barley,OUT,164,25,4100,C,14.92
10793,2023-10-04,Warehouse Movement,182,Customer_182,Rice,OUT,188,50,9400,A,14.75
10794,2023-03-06,Warehouse Movement,1737,Customer_1737,Rice,IN,15,25,375,A,15.42
10795,2023-01-28,Warehouse Movement,251,Customer_251,Sorghum,OUT,20,25,500,A,10.3
10796,2024-02-17,Warehouse Movement,960,Customer_960,Millet,IN,163,25,4075,B,15.43
10797,2024-07-25,Warehouse Movement,956,Customer_956,Rice,OUT,197,25,4925,C,13.42
10798,2023-10-17,Warehouse Movement,824,Customer_824,Wheat,IN,104,50,5200,B,14.45
10799,2024-03-16,Warehouse Movement,232,Customer_232,Sorghum,OUT,198,25,4950,C,14.77
10800,2023-12-17,Warehouse Movement,745,Customer_745,Barley,IN,29,50,1450,B,12.34
10801,2024-06-30,Warehouse Movement,1347,Customer_1347,Rice,OUT,43,25,1075,A,11.5
10802,2023-06-27,Warehouse Movement,1172,Customer_1172,Maize,IN,78,50,3900,B,15.31
10803,2024-02-26,Warehouse Movement,199,Customer_199,Barley,IN,90,50,4500,C,13.97
10804,2023-05-17,Warehouse Movement,178,Customer_178,Barley,OUT,107,50,5350,C,16.44
10805,2023-05-04,Warehouse Movement,547,Customer_547,Millet,OUT,63,25,1575,C,11.71
10806,2023-04-17,Warehouse Movement,68,Customer_68,Sorghum,OUT,133,50,6650,A,13.77
10807,2023-04-21,Warehouse Movement,1062,Customer_1062,Barley,IN,171,25,4275,C,11.18
10808,2024-05-19,Warehouse Movement,519,Customer_519,Millet,OUT,78,25,1950,B,11.48
10809,2023-09-30,Warehouse Movement,1954,Customer_1954,Millet,OUT,53,25,1325,B,11.64
10810,2023-02-28,Warehouse Movement,1331,Customer_1331,Wheat,IN,188,50,9400,A,11.81
10811,2023-09-12,Warehouse Movement,968,Customer_968,Maize,OUT,94,25,2350,B,12.35
10812,2023-12-15,Warehouse Movement,352,Customer_352,Sorghum,OUT,56,25,1400,A,14.34
10813,2023-06-05,Warehouse Movement,1971,Customer_1971,Millet,OUT,87,50,4350,C,12.35
10814,2024-11-21,Warehouse Movement,1053,Customer_1053,Maize,OUT,170,50,8500,B,12.2
10815,2023-04-12,Warehouse Movement,296,Customer_296,Millet,OUT,183,25,4575,C,15.53
10816,2024-05-03,Warehouse Movement,183,Customer_183,Maize,IN,171,25,4275,B,15.27
10817,2023-07-08,Warehouse Movement,20,Customer_20,Rice,OUT,24,25,600,B,10.46
10818,2024-07-22,Warehouse Movement,682,Customer_682,Barley,OUT,24,25,600,C,14.27
10819,2023-07-19,Warehouse Movement,885,Customer_885,Maize,IN,186,25,4650,B,10.61
10820,2024-03-28,Warehouse Movement,592,Customer_592,Barley,OUT,190,25,4750,C,10.77
10821,2024-06-10,Warehouse Movement,1811,Customer_1811,Rice,IN,131,25,3275,C,14.59
10822,2023-11-08,Warehouse Movement,1089,Customer_1089,Barley,OUT,134,25,3350,C,13.73
10823,2024-10-10,Warehouse Movement,457,Customer_457,Wheat,OUT,177,50,8850,B,11.19
10824,2023-04-20,Warehouse Movement,615,Customer_615,Maize,IN,177,25,4425,B,15.52
10825,2023-07-25,Warehouse Movement,288,Customer_288,Sorghum,IN,80,50,4000,C,14.43
10826,2024-03-16,Warehouse Movement,622,Customer_622,Wheat,OUT,28,50,1400,A,12.36
10827,2024-07-26,Warehouse Movement,1575,Customer_1575,Maize,IN,106,50,5300,B,14.1
10828,2023-08-13,Warehouse Movement,264,Customer_264,Rice,IN,178,50,8900,C,13.16
10829,2024-06-14,Warehouse Movement,1359,Customer_1359,Barley,IN,85,50,4250,B,15.07
10830,2024-01-07,Warehouse Movement,1958,Customer_1958,Maize,OUT,127,25,3175,C,13.25
10831,2024-03-27,Warehouse Movement,1402,Customer_1402,Wheat,OUT,93,25,2325,C,16.21
10832,2024-07-08,Warehouse Movement,509,Customer_509,Rice,IN,167,25,4175,B,11.46
10833,2023-05-20,Warehouse Movement,1143,Customer_1143,Maize,IN,143,25,3575,B,12.87
10834,2024-09-14,Warehouse Movement,1536,Customer_1536,Maize,IN,191,25,4775,A,16.21
10835,2023-12-18,Warehouse Movement,1204,Customer_1204,Sorghum,OUT,52,25,1300,B,11.99
10836,2023-01-29,Warehouse Movement,1102,Customer_1102,Rice,OUT,147,50,7350,A,15.43
10837,2023-06-24,Warehouse Movement,1026,Customer_1026,Maize,IN,68,25,1700,A,11.85
10838,2024-08-16,Warehouse Movement,755,Customer_755,Sorghum,IN,44,25,1100,A,16.43
10839,2024-11-19,Warehouse Movement,818,Customer_818,Sorghum,OUT,84,50,4200,C,13.05
10840,2024-07-24,Warehouse Movement,1741,Customer_1741,Millet,IN,72,50,3600,A,14.52
10841,2023-06-26,Warehouse Movement,303,Customer_303,Maize,OUT,144,50,7200,C,10.33
10842,2023-09-24,Warehouse Movement,1691,Customer_1691,Barley,IN,159,25,3975,B,15.82
10843,2024-04-08,Warehouse Movement,377,Customer_377,Millet,OUT,33,50,1650,B,15.73
10844,2023-02-23,Warehouse Movement,1689,Customer_1689,Rice,IN,194,25,4850,C,11.76
10845,2023-08-18,Warehouse Movement,402,Customer_402,Barley,IN,93,25,2325,B,10.44
10846,2024-06-04,Warehouse Movement,1772,Customer_1772,Wheat,OUT,73,25,1825,B,15.03
10847,2024-05-16,Warehouse Movement,525,Customer_525,Sorghum,IN,162,50,8100,C,12.1
10848,2024-08-18,Warehouse Movement,863,Customer_863,Wheat,IN,99,50,4950,A,12.7
10849,2024-04-23,Warehouse Movement,1230,Customer_1230,Barley,OUT,83,25,2075,B,15.95
10850,2024-10-30,Warehouse Movement,1316,Customer_1316,Barley,OUT,113,50,5650,B,12.41
10851,2023-02-13,Warehouse Movement,224,Customer_224,Barley,IN,49,25,1225,B,15.53
10852,2023-11-17,Warehouse Movement,930,Customer_930,Rice,OUT,44,50,2200,C,15.98
10853,2023-05-08,Warehouse Movement,799,Customer_799,Maize,OUT,92,25,2300,A,15.11
10854,2024-04-28,Warehouse Movement,744,Customer_744,Sorghum,OUT,182,25,4550,C,15.01
10855,2024-08-02,Warehouse Movement,1398,Customer_1398,Rice,IN,166,25,4150,A,10.8
10856,2023-11-16,Warehouse Movement,1274,Customer_1274,Rice,OUT,72,50,3600,B,14.1
10857,2023-10-11,Warehouse Movement,181,Customer_181,Rice,IN,18,25,450,C,15.17
10858,2023-01-10,Warehouse Movement,602,Customer_602,Wheat,IN,107,25,2675,A,16.12
10859,2024-07-01,Warehouse Movement,756,Customer_756,Barley,IN,152,50,7600,A,15.73
10860,2024-09-19,Warehouse Movement,326,Customer_326,Wheat,OUT,10,25,250,B,13.81
10861,2024-04-08,Warehouse Movement,1174,Customer_1174,Millet,IN,17,25,425,C,12.72
10862,2023-04-05,Warehouse Movement,1241,Customer_1241,Wheat,OUT,71,25,1775,C,11.75
10863,2023-08-31,Warehouse Movement,483,Customer_483,Barley,OUT,111,50,5550,C,10.01
10864,2024-07-11,Warehouse Movement,64,Customer_64,Millet,IN,153,50,7650,C,11.22
10865,2023-02-01,Warehouse Movement,143,Customer_143,Sorghum,IN,41,50,2050,C,10.35
10866,2023-12-17,Warehouse Movement,1702,Customer_1702,Barley,OUT,79,25,1975,B,10.58
10867,2024-10-23,Warehouse Movement,1621,Customer_1621,Millet,IN,109,25,2725,B,13.6
10868,2023-10-02,Warehouse Movement,1158,Customer_1158,Barley,IN,188,25,4700,A,15.46
10869,2023-01-10,Warehouse Movement,1614,Customer_1614,Millet,IN,24,25,600,A,12.66
10870,2024-09-25,Warehouse Movement,269,Customer_269,Wheat,OUT,33,25,825,B,15.05
10871,2023-01-19,Warehouse Movement,672,Customer_672,Wheat,IN,18,50,900,B,15.95
10872,2024-07-25,Warehouse Movement,967,Customer_967,Sorghum,IN,26,50,1300,B,15.65
10873,2023-10-06,Warehouse Movement,363,Customer_363,Rice,IN,184,25,4600,B,15.51
10874,2023-03-25,Warehouse Movement,1211,Customer_1211,Millet,OUT,78,50,3900,C,15.4
10875,2024-10-20,Warehouse Movement,1607,Customer_1607,Wheat,OUT,79,50,3950,C,14.24
10876,2024-10-09,Warehouse Movement,1995,Customer_1995,Sorghum,IN,90,25,2250,A,11.08
10877,2023-08-30,Warehouse Movement,1839,Customer_1839,Rice,OUT,126,25,3150,B,13.15
10878,2023-06-11,Warehouse Movement,850,Customer_850,Sorghum,OUT,184,50,9200,B,13.58
10879,2023-08-18,Warehouse Movement,564,Customer_564,Sorghum,OUT,12,50,600,A,13.06
10880,2023-09-20,Warehouse Movement,1166,Customer_1166,Wheat,IN,38,25,950,C,15.22
10881,2023-08-20,Warehouse Movement,318,Customer_318,Rice,IN,78,50,3900,C,14.07
10882,2024-06-27,Warehouse Movement,98,Customer_98,Barley,IN,188,50,9400,B,13.66
10883,2024-03-26,Warehouse Movement,674,Customer_674,Sorghum,IN,34,25,850,B,12.01
10884,2023-01-23,Warehouse Movement,826,Customer_826,Millet,OUT,128,25,3200,C,12.39
10885,2024-08-21,Warehouse Movement,1097,Customer_1097,Barley,OUT,101,50,5050,B,15.55
10886,2023-01-17,Warehouse Movement,108,Customer_108,Maize,IN,62,25,1550,B,15.3
10887,2023-05-26,Warehouse Movement,876,Customer_876,Rice,OUT,191,50,9550,A,15.33
10888,2023-09-11,Warehouse Movement,329,Customer_329,Barley,IN,148,25,3700,B,11.33
10889,2023-07-15,Warehouse Movement,1134,Customer_1134,Barley,OUT,119,50,5950,B,11.41
10890,2024-01-03,Warehouse Movement,1129,Customer_1129,Barley,OUT,98,25,2450,A,10.34
10891,2024-05-12,Warehouse Movement,1481,Customer_1481,Rice,IN,91,25,2275,C,11.58
10892,2024-07-14,Warehouse Movement,828,Customer_828,Barley,OUT,23,50,1150,B,15.88
10893,2023-09-18,Warehouse Movement,1847,Customer_1847,Maize,IN,170,50,8500,C,12.01
10894,2023-03-01,Warehouse Movement,312,Customer_312,Millet,IN,66,50,3300,A,12.03
10895,2024-06-27,Warehouse Movement,1173,Customer_1173,Rice,OUT,75,25,1875,A,13.05
10896,2023-12-27,Warehouse Movement,1474,Customer_1474,Sorghum,IN,143,25,3575,C,10.38
10897,2024-11-26,Warehouse Movement,254,Customer_254,Maize,OUT,163,25,4075,C,14.13
10898,2023-07-03,Warehouse Movement,729,Customer_729,Millet,IN,97,50,4850,C,15.69
10899,2023-05-12,Warehouse Movement,1937,Customer_1937,Sorghum,OUT,36,50,1800,C,11.62
10900,2024-08-06,Warehouse Movement,170,Customer_170,Sorghum,IN,19,50,950,A,11.08
10901,2024-04-01,Warehouse Movement,798,Customer_798,Millet,OUT,18,25,450,B,13.31
10902,2024-10-03,Warehouse Movement,794,Customer_794,Millet,IN,105,25,2625,B,16.28
10903,2023-07-24,Warehouse Movement,1380,Customer_1380,Millet,IN,193,25,4825,C,16.24
10904,2023-02-21,Warehouse Movement,1319,Customer_1319,Rice,OUT,31,25,775,B,13.51
10905,2023-04-18,Warehouse Movement,612,Customer_612,Millet,IN,53,50,2650,C,12.87
10906,2024-07-06,Warehouse Movement,977,Customer_977,Millet,IN,86,25,2150,B,11.32
10907,2024-04-12,Warehouse Movement,901,Customer_901,Maize,OUT,116,25,2900,C,14.79
10908,2023-06-27,Warehouse Movement,1303,Customer_1303,Sorghum,IN,113,50,5650,B,10.9
10909,2024-10-02,Warehouse Movement,702,Customer_702,Barley,IN,137,50,6850,A,13.24
10910,2023-05-04,Warehouse Movement,1748,Customer_1748,Maize,IN,87,50,4350,C,13.52
10911,2023-01-09,Warehouse Movement,1791,Customer_1791,Wheat,IN,133,25,3325,B,16.41
10912,2024-04-16,Warehouse Movement,1367,Customer_1367,Millet,OUT,171,50,8550,A,15.31
10913,2023-10-29,Warehouse Movement,440,Customer_440,Maize,OUT,200,50,10000,C,11.41
10914,2023-12-21,Warehouse Movement,799,Customer_799,Wheat,OUT,108,25,2700,B,11.39
10915,2023-03-18,Warehouse Movement,810,Customer_810,Rice,IN,169,50,8450,C,16.01
10916,2024-09-12,Warehouse Movement,388,Customer_388,Maize,IN,91,25,2275,A,14.83
10917,2024-10-12,Warehouse Movement,1730,Customer_1730,Rice,OUT,200,25,5000,C,11.99
10918,2023-06-09,Warehouse Movement,689,Customer_689,Sorghum,OUT,149,50,7450,A,11.49
10919,2023-03-11,Warehouse Movement,736,Customer_736,Wheat,IN,87,25,2175,B,16.32
10920,2024-02-06,Warehouse Movement,1761,Customer_1761,Millet,OUT,40,25,1000,C,15.11
10921,2023-07-14,Warehouse Movement,1041,Customer_1041,Sorghum,OUT,165,50,8250,C,10.47
10922,2023-03-07,Warehouse Movement,588,Customer_588,Barley,OUT,54,25,1350,C,10.98
10923,2024-03-10,Warehouse Movement,903,Customer_903,Sorghum,OUT,197,25,4925,C,11.6
10924,2023-04-24,Warehouse Movement,650,Customer_650,Barley,IN,78,50,3900,B,15.42
10925,2023-10-15,Warehouse Movement,575,Customer_575,Wheat,IN,44,25,1100,C,12.86
10926,2023-05-29,Warehouse Movement,1208,Customer_1208,Sorghum,OUT,101,25,2525,A,15.93
10927,2023-07-18,Warehouse Movement,520,Customer_520,Sorghum,OUT,127,25,3175,B,10.56
10928,2024-01-14,Warehouse Movement,1263,Customer_1263,Millet,IN,70,50,3500,A,10.66
10929,2023-11-01,Warehouse Movement,442,Customer_442,Wheat,OUT,178,25,4450,A,13.29
10930,2023-03-26,Warehouse Movement,1689,Customer_1689,Barley,IN,120,25,3000,C,12.21
10931,2023-06-07,Warehouse Movement,411,Customer_411,Sorghum,OUT,17,50,850,C,10.19
10932,2023-07-15,Warehouse Movement,682,Customer_682,Millet,OUT,167,25,4175,C,14.6
10933,2023-05-03,Warehouse Movement,690,Customer_690,Rice,IN,26,50,1300,C,16.03
10934,2024-06-24,Warehouse Movement,1172,Customer_1172,Millet,OUT,72,25,1800,B,11.95
10935,2024-02-20,Warehouse Movement,803,Customer_803,Wheat,OUT,172,25,4300,B,10.12
10936,2024-11-06,Warehouse Movement,785,Customer_785,Millet,OUT,99,25,2475,A,13.17
10937,2024-11-13,Warehouse Movement,1512,Customer_1512,Millet,IN,101,50,5050,C,14.17
10938,2024-08-03,Warehouse Movement,1007,Customer_1007,Maize,IN,46,50,2300,A,14.91
10939,2024-06-02,Warehouse Movement,1180,Customer_1180,Sorghum,IN,195,25,4875,B,15.82
10940,2023-09-19,Warehouse Movement,101,Customer_101,Millet,IN,151,50,7550,A,13.1
10941,2024-09-21,Warehouse Movement,149,Customer_149,Barley,IN,84,25,2100,C,15.45
10942,2024-06-06,Warehouse Movement,883,Customer_883,Millet,OUT,29,25,725,B,15.33
10943,2023-08-16,Warehouse Movement,1729,Customer_1729,Barley,IN,160,25,4000,A,15.13
10944,2023-05-01,Warehouse Movement,1933,Customer_1933,Rice,OUT,131,50,6550,A,14.16
10945,2024-01-03,Warehouse Movement,1425,Customer_1425,Barley,OUT,135,25,3375,C,15.86
10946,2024-08-14,Warehouse Movement,1101,Customer_1101,Rice,OUT,93,50,4650,B,12.22
10947,2024-05-05,Warehouse Movement,1667,Customer_1667,Sorghum,IN,132,25,3300,A,12.2
10948,2023-11-01,Warehouse Movement,1336,Customer_1336,Rice,IN,88,25,2200,B,10.91
